measurement_id,wafer_id,step_id,parameter,value,unit,timestamp
3167,289,9,cd_nm,99.6737,nm,2025-12-26 12:51:00
3168,289,10,sheet_resistance_ohm_sq,24.6152,ohm/sq,2025-12-26 13:21:00
3169,290,1,particle_count,13.7372,ct,2025-12-26 12:40:00
3170,290,2,resist_thickness_nm,504.3344,nm,2025-12-26 13:10:00
3171,290,3,cd_nm,100.7171,nm,2025-12-26 13:40:00
3172,290,3,overlay_nm,-1.9209,nm,2025-12-26 13:40:00
3173,290,4,cd_nm_post_dev,98.8298,nm,2025-12-26 14:10:00
3174,290,5,etch_rate_nm_s,14.1731,nm/s,2025-12-26 14:40:00
3175,290,5,cd_nm_post_etch,92.4065,nm,2025-12-26 14:40:00
3176,290,6,residue_ppm,4.8087,ppm,2025-12-26 15:10:00
3177,290,7,thickness_nm,300.1512,nm,2025-12-26 15:40:00
3178,290,8,thickness_post_cmp_nm,282.0963,nm,2025-12-26 16:10:00
3179,290,9,cd_nm,102.8069,nm,2025-12-26 16:40:00
3180,290,10,sheet_resistance_ohm_sq,24.0997,ohm/sq,2025-12-26 17:10:00
3181,291,1,particle_count,8.3139,ct,2025-12-26 17:09:00
3182,291,2,resist_thickness_nm,510.3293,nm,2025-12-26 17:39:00
3183,291,3,cd_nm,100.5016,nm,2025-12-26 18:09:00
3184,291,3,overlay_nm,-0.5971,nm,2025-12-26 18:09:00
3185,291,4,cd_nm_post_dev,97.6744,nm,2025-12-26 18:39:00
3186,291,5,etch_rate_nm_s,14.0369,nm/s,2025-12-26 19:09:00
3187,291,5,cd_nm_post_etch,95.715,nm,2025-12-26 19:09:00
3188,291,6,residue_ppm,6.0791,ppm,2025-12-26 19:39:00
3189,291,7,thickness_nm,295.4273,nm,2025-12-26 20:09:00
3190,291,8,thickness_post_cmp_nm,281.4947,nm,2025-12-26 20:39:00
3191,291,9,cd_nm,99.7905,nm,2025-12-26 21:09:00
3192,291,10,sheet_resistance_ohm_sq,24.4048,ohm/sq,2025-12-26 21:39:00
3193,292,1,particle_count,11.0348,ct,2025-12-26 21:02:00
3194,292,2,resist_thickness_nm,503.5662,nm,2025-12-26 21:32:00
3195,292,3,cd_nm,100.1336,nm,2025-12-26 22:02:00
3196,292,3,overlay_nm,0.4261,nm,2025-12-26 22:02:00
3197,292,4,cd_nm_post_dev,98.0018,nm,2025-12-26 22:32:00
3198,292,5,etch_rate_nm_s,14.8501,nm/s,2025-12-26 23:02:00
3199,292,5,cd_nm_post_etch,95.0241,nm,2025-12-26 23:02:00
3200,292,6,residue_ppm,6.4657,ppm,2025-12-26 23:32:00
3201,292,7,thickness_nm,307.1213,nm,2025-12-27 00:02:00
3202,292,8,thickness_post_cmp_nm,286.5139,nm,2025-12-27 00:32:00
3203,292,9,cd_nm,99.3143,nm,2025-12-27 01:02:00
3204,292,10,sheet_resistance_ohm_sq,24.8729,ohm/sq,2025-12-27 01:32:00
3205,293,1,particle_count,9.4249,ct,2025-12-27 01:18:00
3206,293,2,resist_thickness_nm,503.1316,nm,2025-12-27 01:48:00
3207,293,3,cd_nm,103.3881,nm,2025-12-27 02:18:00
3208,293,3,overlay_nm,0.9664,nm,2025-12-27 02:18:00
3209,293,4,cd_nm_post_dev,98.1782,nm,2025-12-27 02:48:00
3210,293,5,etch_rate_nm_s,14.43,nm/s,2025-12-27 03:18:00
3211,293,5,cd_nm_post_etch,94.015,nm,2025-12-27 03:18:00
3212,293,6,residue_ppm,4.417,ppm,2025-12-27 03:48:00
3213,293,7,thickness_nm,299.0315,nm,2025-12-27 04:18:00
3214,293,8,thickness_post_cmp_nm,285.3584,nm,2025-12-27 04:48:00
3215,293,9,cd_nm,101.3354,nm,2025-12-27 05:18:00
3216,293,10,sheet_resistance_ohm_sq,25.4628,ohm/sq,2025-12-27 05:48:00
3217,294,1,particle_count,7.851,ct,2025-12-27 04:57:00
3218,294,2,resist_thickness_nm,504.9132,nm,2025-12-27 05:27:00
3219,294,3,cd_nm,101.0193,nm,2025-12-27 05:57:00
3220,294,3,overlay_nm,-0.6702,nm,2025-12-27 05:57:00
3221,294,4,cd_nm_post_dev,99.079,nm,2025-12-27 06:27:00
3222,294,5,etch_rate_nm_s,14.4613,nm/s,2025-12-27 06:57:00
3223,294,5,cd_nm_post_etch,94.2632,nm,2025-12-27 06:57:00
3224,294,6,residue_ppm,6.0226,ppm,2025-12-27 07:27:00
3225,294,7,thickness_nm,301.1306,nm,2025-12-27 07:57:00
3226,294,8,thickness_post_cmp_nm,281.5149,nm,2025-12-27 08:27:00
3227,294,9,cd_nm,102.178,nm,2025-12-27 08:57:00
3228,294,10,sheet_resistance_ohm_sq,26.61,ohm/sq,2025-12-27 09:27:00
3229,295,1,particle_count,10.3852,ct,2025-12-27 08:41:00
3230,295,2,resist_thickness_nm,513.3511,nm,2025-12-27 09:11:00
3231,295,3,cd_nm,99.2333,nm,2025-12-27 09:41:00
3232,295,3,overlay_nm,-1.4898,nm,2025-12-27 09:41:00
3233,295,4,cd_nm_post_dev,97.756,nm,2025-12-27 10:11:00
3234,295,5,etch_rate_nm_s,14.578,nm/s,2025-12-27 10:41:00
3235,295,5,cd_nm_post_etch,95.4191,nm,2025-12-27 10:41:00
3236,295,6,residue_ppm,4.7327,ppm,2025-12-27 11:11:00
3237,295,7,thickness_nm,306.0907,nm,2025-12-27 11:41:00
3238,295,8,thickness_post_cmp_nm,284.6,nm,2025-12-27 12:11:00
3239,295,9,cd_nm,98.2328,nm,2025-12-27 12:41:00
3240,295,10,sheet_resistance_ohm_sq,24.5603,ohm/sq,2025-12-27 13:11:00
3241,296,1,particle_count,12.2768,ct,2025-12-27 12:46:00
3242,296,2,resist_thickness_nm,501.1423,nm,2025-12-27 13:16:00
3243,296,3,cd_nm,100.6901,nm,2025-12-27 13:46:00
3244,296,3,overlay_nm,-1.5235,nm,2025-12-27 13:46:00
3245,296,4,cd_nm_post_dev,99.0659,nm,2025-12-27 14:16:00
3246,296,5,etch_rate_nm_s,14.1511,nm/s,2025-12-27 14:46:00
3247,296,5,cd_nm_post_etch,93.9026,nm,2025-12-27 14:46:00
3248,296,6,residue_ppm,3.3092,ppm,2025-12-27 15:16:00
3249,296,7,thickness_nm,297.1937,nm,2025-12-27 15:46:00
3250,296,8,thickness_post_cmp_nm,286.4469,nm,2025-12-27 16:16:00
3251,296,9,cd_nm,101.144,nm,2025-12-27 16:46:00
3252,296,10,sheet_resistance_ohm_sq,25.1893,ohm/sq,2025-12-27 17:16:00
3253,297,1,particle_count,9.7248,ct,2025-12-27 16:58:00
3254,297,2,resist_thickness_nm,503.5723,nm,2025-12-27 17:28:00
3255,297,3,cd_nm,97.7463,nm,2025-12-27 17:58:00
3256,297,3,overlay_nm,1.1216,nm,2025-12-27 17:58:00
3257,297,4,cd_nm_post_dev,98.8185,nm,2025-12-27 18:28:00
3258,297,5,etch_rate_nm_s,14.6924,nm/s,2025-12-27 18:58:00
3259,297,5,cd_nm_post_etch,95.7602,nm,2025-12-27 18:58:00
3260,297,6,residue_ppm,5.8997,ppm,2025-12-27 19:28:00
3261,297,7,thickness_nm,296.6526,nm,2025-12-27 19:58:00
3262,297,8,thickness_post_cmp_nm,282.493,nm,2025-12-27 20:28:00
3263,297,9,cd_nm,100.9831,nm,2025-12-27 20:58:00
3264,297,10,sheet_resistance_ohm_sq,25.0544,ohm/sq,2025-12-27 21:28:00
3265,298,1,particle_count,10.8166,ct,2025-12-27 20:46:00
3266,298,2,resist_thickness_nm,504.9695,nm,2025-12-27 21:16:00
3267,298,3,cd_nm,99.7153,nm,2025-12-27 21:46:00
3268,298,3,overlay_nm,-1.2546,nm,2025-12-27 21:46:00
3269,298,4,cd_nm_post_dev,97.9676,nm,2025-12-27 22:16:00
3270,298,5,etch_rate_nm_s,14.3948,nm/s,2025-12-27 22:46:00
3271,298,5,cd_nm_post_etch,94.1492,nm,2025-12-27 22:46:00
3272,298,6,residue_ppm,3.9423,ppm,2025-12-27 23:16:00
3273,298,7,thickness_nm,296.8564,nm,2025-12-27 23:46:00
3274,298,8,thickness_post_cmp_nm,281.4232,nm,2025-12-28 00:16:00
3275,298,9,cd_nm,103.299,nm,2025-12-28 00:46:00
3276,298,10,sheet_resistance_ohm_sq,26.6965,ohm/sq,2025-12-28 01:16:00
3277,299,1,particle_count,9.4083,ct,2025-12-28 00:59:00
3278,299,2,resist_thickness_nm,491.2615,nm,2025-12-28 01:29:00
3279,299,3,cd_nm,98.3208,nm,2025-12-28 01:59:00
3280,299,3,overlay_nm,-0.0322,nm,2025-12-28 01:59:00
3281,299,4,cd_nm_post_dev,97.7353,nm,2025-12-28 02:29:00
3282,299,5,etch_rate_nm_s,14.6272,nm/s,2025-12-28 02:59:00
3283,299,5,cd_nm_post_etch,94.9333,nm,2025-12-28 02:59:00
3284,299,6,residue_ppm,3.7008,ppm,2025-12-28 03:29:00
3285,299,7,thickness_nm,299.5903,nm,2025-12-28 03:59:00
3286,299,8,thickness_post_cmp_nm,286.1708,nm,2025-12-28 04:29:00
3287,299,9,cd_nm,98.4856,nm,2025-12-28 04:59:00
3288,299,10,sheet_resistance_ohm_sq,26.2916,ohm/sq,2025-12-28 05:29:00
3289,300,1,particle_count,11.8142,ct,2025-12-28 04:44:00
3290,300,2,resist_thickness_nm,504.9534,nm,2025-12-28 05:14:00
3291,300,3,cd_nm,100.9901,nm,2025-12-28 05:44:00
3292,300,3,overlay_nm,1.6124,nm,2025-12-28 05:44:00
3293,300,4,cd_nm_post_dev,96.62,nm,2025-12-28 06:14:00
3294,300,5,etch_rate_nm_s,14.3891,nm/s,2025-12-28 06:44:00
3295,300,5,cd_nm_post_etch,96.0198,nm,2025-12-28 06:44:00
3296,300,6,residue_ppm,4.2917,ppm,2025-12-28 07:14:00
3297,300,7,thickness_nm,297.7932,nm,2025-12-28 07:44:00
3298,300,8,thickness_post_cmp_nm,281.2701,nm,2025-12-28 08:14:00
3299,300,9,cd_nm,100.7988,nm,2025-12-28 08:44:00
3300,300,10,sheet_resistance_ohm_sq,26.1804,ohm/sq,2025-12-28 09:14:00
3301,176,1,particle_count,6.3947,ct,2026-01-08 04:34:00
3302,176,2,resist_thickness_nm,502.6676,nm,2026-01-08 05:04:00
3303,176,3,cd_nm,102.0862,nm,2026-01-08 05:34:00
3304,176,3,overlay_nm,2.7053,nm,2026-01-08 05:34:00
3305,176,4,cd_nm_post_dev,97.7766,nm,2026-01-08 06:04:00
3306,176,5,etch_rate_nm_s,14.7721,nm/s,2026-01-08 06:34:00
3307,176,5,cd_nm_post_etch,94.3909,nm,2026-01-08 06:34:00
3308,176,6,residue_ppm,2.3333,ppm,2026-01-08 07:04:00
3309,176,7,thickness_nm,296.0905,nm,2026-01-08 07:34:00
3310,176,8,thickness_post_cmp_nm,281.3759,nm,2026-01-08 08:04:00
3311,176,9,cd_nm,100.1831,nm,2026-01-08 08:34:00
3312,176,10,sheet_resistance_ohm_sq,25.1868,ohm/sq,2026-01-08 09:04:00
3313,177,1,particle_count,11.5471,ct,2026-01-08 09:06:00
3314,177,2,resist_thickness_nm,505.8495,nm,2026-01-08 09:36:00
3315,177,3,cd_nm,98.1009,nm,2026-01-08 10:06:00
3316,177,3,overlay_nm,-0.7359,nm,2026-01-08 10:06:00
3317,177,4,cd_nm_post_dev,98.2573,nm,2026-01-08 10:36:00
3318,177,5,etch_rate_nm_s,15.1783,nm/s,2026-01-08 11:06:00
3319,177,5,cd_nm_post_etch,93.7757,nm,2026-01-08 11:06:00
3320,177,6,residue_ppm,5.0811,ppm,2026-01-08 11:36:00
3321,177,7,thickness_nm,302.1269,nm,2026-01-08 12:06:00
3322,177,8,thickness_post_cmp_nm,286.3576,nm,2026-01-08 12:36:00
3323,177,9,cd_nm,99.0649,nm,2026-01-08 13:06:00
3324,177,10,sheet_resistance_ohm_sq,26.2241,ohm/sq,2026-01-08 13:36:00
3325,178,1,particle_count,9.6491,ct,2026-01-08 13:11:00
3326,178,2,resist_thickness_nm,506.2383,nm,2026-01-08 13:41:00
3327,178,3,cd_nm,101.8903,nm,2026-01-08 14:11:00
3328,178,3,overlay_nm,2.3536,nm,2026-01-08 14:11:00
3329,178,4,cd_nm_post_dev,96.511,nm,2026-01-08 14:41:00
3330,178,5,etch_rate_nm_s,14.3086,nm/s,2026-01-08 15:11:00
3331,178,5,cd_nm_post_etch,93.4326,nm,2026-01-08 15:11:00
3332,178,6,residue_ppm,4.7682,ppm,2026-01-08 15:41:00
3333,178,7,thickness_nm,296.781,nm,2026-01-08 16:11:00
3334,178,8,thickness_post_cmp_nm,288.9612,nm,2026-01-08 16:41:00
3335,178,9,cd_nm,99.42,nm,2026-01-08 17:11:00
3336,178,10,sheet_resistance_ohm_sq,25.1652,ohm/sq,2026-01-08 17:41:00
3337,179,1,particle_count,7.3557,ct,2026-01-08 17:04:00
3338,179,2,resist_thickness_nm,501.8694,nm,2026-01-08 17:34:00
3339,179,3,cd_nm,99.6933,nm,2026-01-08 18:04:00
3340,179,3,overlay_nm,2.7728,nm,2026-01-08 18:04:00
3341,179,4,cd_nm_post_dev,98.5876,nm,2026-01-08 18:34:00
3342,179,5,etch_rate_nm_s,14.3143,nm/s,2026-01-08 19:04:00
3343,179,5,cd_nm_post_etch,94.6843,nm,2026-01-08 19:04:00
3344,179,6,residue_ppm,5.1309,ppm,2026-01-08 19:34:00
3345,179,7,thickness_nm,306.2472,nm,2026-01-08 20:04:00
3346,179,8,thickness_post_cmp_nm,280.7618,nm,2026-01-08 20:34:00
3347,179,9,cd_nm,99.6192,nm,2026-01-08 21:04:00
3348,179,10,sheet_resistance_ohm_sq,26.4453,ohm/sq,2026-01-08 21:34:00
3349,180,1,particle_count,11.5335,ct,2026-01-08 20:51:00
3350,180,2,resist_thickness_nm,498.3003,nm,2026-01-08 21:21:00
3351,180,3,cd_nm,99.8225,nm,2026-01-08 21:51:00
3352,180,3,overlay_nm,-0.5744,nm,2026-01-08 21:51:00
3353,180,4,cd_nm_post_dev,98.9131,nm,2026-01-08 22:21:00
3354,180,5,etch_rate_nm_s,14.5096,nm/s,2026-01-08 22:51:00
3355,180,5,cd_nm_post_etch,96.3231,nm,2026-01-08 22:51:00
3356,180,6,residue_ppm,4.289,ppm,2026-01-08 23:21:00
3357,180,7,thickness_nm,296.4449,nm,2026-01-08 23:51:00
3358,180,8,thickness_post_cmp_nm,279.8018,nm,2026-01-09 00:21:00
3359,180,9,cd_nm,100.9325,nm,2026-01-09 00:51:00
3360,180,10,sheet_resistance_ohm_sq,25.4423,ohm/sq,2026-01-09 01:21:00
3361,181,1,particle_count,9.5817,ct,2026-01-09 01:27:00
3362,181,2,resist_thickness_nm,506.7787,nm,2026-01-09 01:57:00
3363,181,3,cd_nm,96.928,nm,2026-01-09 02:27:00
3364,181,3,overlay_nm,3.0518,nm,2026-01-09 02:27:00
3365,181,4,cd_nm_post_dev,97.3065,nm,2026-01-09 02:57:00
3366,181,5,etch_rate_nm_s,13.9781,nm/s,2026-01-09 03:27:00
3367,181,5,cd_nm_post_etch,94.4653,nm,2026-01-09 03:27:00
3368,181,6,residue_ppm,6.0147,ppm,2026-01-09 03:57:00
3369,181,7,thickness_nm,299.5707,nm,2026-01-09 04:27:00
3370,181,8,thickness_post_cmp_nm,285.3514,nm,2026-01-09 04:57:00
3371,181,9,cd_nm,98.6219,nm,2026-01-09 05:27:00
3372,181,10,sheet_resistance_ohm_sq,24.1684,ohm/sq,2026-01-09 05:57:00
3373,182,1,particle_count,14.3145,ct,2026-01-09 04:57:00
3374,182,2,resist_thickness_nm,494.6951,nm,2026-01-09 05:27:00
3375,182,3,cd_nm,98.2296,nm,2026-01-09 05:57:00
3376,182,3,overlay_nm,-2.7974,nm,2026-01-09 05:57:00
3377,182,4,cd_nm_post_dev,98.4737,nm,2026-01-09 06:27:00
3378,182,5,etch_rate_nm_s,14.2807,nm/s,2026-01-09 06:57:00
3379,182,5,cd_nm_post_etch,95.3595,nm,2026-01-09 06:57:00
3380,182,6,residue_ppm,4.5138,ppm,2026-01-09 07:27:00
3381,182,7,thickness_nm,302.3564,nm,2026-01-09 07:57:00
3382,182,8,thickness_post_cmp_nm,282.9111,nm,2026-01-09 08:27:00
3383,182,9,cd_nm,97.6156,nm,2026-01-09 08:57:00
3384,182,10,sheet_resistance_ohm_sq,24.0366,ohm/sq,2026-01-09 09:27:00
3385,183,1,particle_count,10.1618,ct,2026-01-09 09:28:00
3386,183,2,resist_thickness_nm,495.537,nm,2026-01-09 09:58:00
3387,183,3,cd_nm,100.7501,nm,2026-01-09 10:28:00
3388,183,3,overlay_nm,0.2554,nm,2026-01-09 10:28:00
3389,183,4,cd_nm_post_dev,97.8791,nm,2026-01-09 10:58:00
3390,183,5,etch_rate_nm_s,14.4835,nm/s,2026-01-09 11:28:00
3391,183,5,cd_nm_post_etch,96.4476,nm,2026-01-09 11:28:00
3392,183,6,residue_ppm,5.2516,ppm,2026-01-09 11:58:00
3393,183,7,thickness_nm,296.7204,nm,2026-01-09 12:28:00
3394,183,8,thickness_post_cmp_nm,289.8698,nm,2026-01-09 12:58:00
3395,183,9,cd_nm,100.3689,nm,2026-01-09 13:28:00
3396,183,10,sheet_resistance_ohm_sq,23.4362,ohm/sq,2026-01-09 13:58:00
3397,184,1,particle_count,4.5797,ct,2026-01-09 12:51:00
3398,184,2,resist_thickness_nm,494.2155,nm,2026-01-09 13:21:00
3399,184,3,cd_nm,99.2401,nm,2026-01-09 13:51:00
3400,184,3,overlay_nm,-0.8688,nm,2026-01-09 13:51:00
3401,184,4,cd_nm_post_dev,99.6719,nm,2026-01-09 14:21:00
3402,184,5,etch_rate_nm_s,14.4601,nm/s,2026-01-09 14:51:00
3403,184,5,cd_nm_post_etch,94.8183,nm,2026-01-09 14:51:00
3404,184,6,residue_ppm,4.163,ppm,2026-01-09 15:21:00
3405,184,7,thickness_nm,301.4372,nm,2026-01-09 15:51:00
3406,184,8,thickness_post_cmp_nm,276.4857,nm,2026-01-09 16:21:00
3407,184,9,cd_nm,99.7517,nm,2026-01-09 16:51:00
3408,184,10,sheet_resistance_ohm_sq,26.0216,ohm/sq,2026-01-09 17:21:00
3409,185,1,particle_count,10.5213,ct,2026-01-09 16:38:00
3410,185,2,resist_thickness_nm,501.1218,nm,2026-01-09 17:08:00
3411,185,3,cd_nm,99.6254,nm,2026-01-09 17:38:00
3412,185,3,overlay_nm,0.9513,nm,2026-01-09 17:38:00
3413,185,4,cd_nm_post_dev,100.3119,nm,2026-01-09 18:08:00
3414,185,5,etch_rate_nm_s,14.1489,nm/s,2026-01-09 18:38:00
3415,185,5,cd_nm_post_etch,94.6806,nm,2026-01-09 18:38:00
3416,185,6,residue_ppm,3.4592,ppm,2026-01-09 19:08:00
3417,185,7,thickness_nm,301.1635,nm,2026-01-09 19:38:00
3418,185,8,thickness_post_cmp_nm,281.81,nm,2026-01-09 20:08:00
3419,185,9,cd_nm,100.3655,nm,2026-01-09 20:38:00
3420,185,10,sheet_resistance_ohm_sq,25.8052,ohm/sq,2026-01-09 21:08:00
3421,186,1,particle_count,12.523,ct,2026-01-09 20:53:00
3422,186,2,resist_thickness_nm,495.1669,nm,2026-01-09 21:23:00
3423,186,3,cd_nm,99.2403,nm,2026-01-09 21:53:00
3424,186,3,overlay_nm,-1.4658,nm,2026-01-09 21:53:00
3425,186,4,cd_nm_post_dev,98.6094,nm,2026-01-09 22:23:00
3426,186,5,etch_rate_nm_s,13.5598,nm/s,2026-01-09 22:53:00
3427,186,5,cd_nm_post_etch,94.237,nm,2026-01-09 22:53:00
3428,186,6,residue_ppm,4.0956,ppm,2026-01-09 23:23:00
3429,186,7,thickness_nm,305.8424,nm,2026-01-09 23:53:00
3430,186,8,thickness_post_cmp_nm,279.1517,nm,2026-01-10 00:23:00
3431,186,9,cd_nm,99.4005,nm,2026-01-10 00:53:00
3432,186,10,sheet_resistance_ohm_sq,24.1328,ohm/sq,2026-01-10 01:23:00
3433,187,1,particle_count,9.8105,ct,2026-01-10 00:53:00
3434,187,2,resist_thickness_nm,505.7124,nm,2026-01-10 01:23:00
3435,187,3,cd_nm,99.0061,nm,2026-01-10 01:53:00
3436,187,3,overlay_nm,-0.5602,nm,2026-01-10 01:53:00
3437,187,4,cd_nm_post_dev,96.614,nm,2026-01-10 02:23:00
3438,187,5,etch_rate_nm_s,14.5622,nm/s,2026-01-10 02:53:00
3439,187,5,cd_nm_post_etch,95.2506,nm,2026-01-10 02:53:00
3440,187,6,residue_ppm,3.2917,ppm,2026-01-10 03:23:00
3441,187,7,thickness_nm,291.6558,nm,2026-01-10 03:53:00
3442,187,8,thickness_post_cmp_nm,280.1107,nm,2026-01-10 04:23:00
3443,187,9,cd_nm,101.2668,nm,2026-01-10 04:53:00
3444,187,10,sheet_resistance_ohm_sq,24.2645,ohm/sq,2026-01-10 05:23:00
3445,188,1,particle_count,12.1064,ct,2026-01-10 04:36:00
3446,188,2,resist_thickness_nm,507.3919,nm,2026-01-10 05:06:00
3447,188,3,cd_nm,102.7491,nm,2026-01-10 05:36:00
3448,188,3,overlay_nm,-0.3911,nm,2026-01-10 05:36:00
3449,188,4,cd_nm_post_dev,96.2898,nm,2026-01-10 06:06:00
3450,188,5,etch_rate_nm_s,14.2892,nm/s,2026-01-10 06:36:00
3451,188,5,cd_nm_post_etch,95.1781,nm,2026-01-10 06:36:00
3452,188,6,residue_ppm,4.9342,ppm,2026-01-10 07:06:00
3453,188,7,thickness_nm,303.5444,nm,2026-01-10 07:36:00
3454,188,8,thickness_post_cmp_nm,282.3418,nm,2026-01-10 08:06:00
3455,188,9,cd_nm,101.9138,nm,2026-01-10 08:36:00
3456,188,10,sheet_resistance_ohm_sq,24.2463,ohm/sq,2026-01-10 09:06:00
3457,189,1,particle_count,9.6731,ct,2026-01-10 08:42:00
3458,189,2,resist_thickness_nm,519.0796,nm,2026-01-10 09:12:00
3459,189,3,cd_nm,98.8233,nm,2026-01-10 09:42:00
3460,189,3,overlay_nm,-0.4016,nm,2026-01-10 09:42:00
3461,189,4,cd_nm_post_dev,98.2204,nm,2026-01-10 10:12:00
3462,189,5,etch_rate_nm_s,14.656,nm/s,2026-01-10 10:42:00
3463,189,5,cd_nm_post_etch,94.0603,nm,2026-01-10 10:42:00
3464,189,6,residue_ppm,4.8131,ppm,2026-01-10 11:12:00
3465,189,7,thickness_nm,304.6323,nm,2026-01-10 11:42:00
3466,189,8,thickness_post_cmp_nm,284.6846,nm,2026-01-10 12:12:00
3467,189,9,cd_nm,96.625,nm,2026-01-10 12:42:00
3468,189,10,sheet_resistance_ohm_sq,24.8955,ohm/sq,2026-01-10 13:12:00
3469,190,1,particle_count,14.4349,ct,2026-01-10 13:17:00
3470,190,2,resist_thickness_nm,502.1119,nm,2026-01-10 13:47:00
3471,190,3,cd_nm,100.9686,nm,2026-01-10 14:17:00
3472,190,3,overlay_nm,0.1288,nm,2026-01-10 14:17:00
3473,190,4,cd_nm_post_dev,96.285,nm,2026-01-10 14:47:00
3474,190,5,etch_rate_nm_s,14.0523,nm/s,2026-01-10 15:17:00
3475,190,5,cd_nm_post_etch,93.7513,nm,2026-01-10 15:17:00
3476,190,6,residue_ppm,4.8519,ppm,2026-01-10 15:47:00
3477,190,7,thickness_nm,299.4139,nm,2026-01-10 16:17:00
3478,190,8,thickness_post_cmp_nm,283.2286,nm,2026-01-10 16:47:00
3479,190,9,cd_nm,100.4314,nm,2026-01-10 17:17:00
3480,190,10,sheet_resistance_ohm_sq,23.3718,ohm/sq,2026-01-10 17:47:00
3481,191,1,particle_count,7.0749,ct,2026-01-10 16:46:00
3482,191,2,resist_thickness_nm,491.2452,nm,2026-01-10 17:16:00
3483,191,3,cd_nm,100.4567,nm,2026-01-10 17:46:00
3484,191,3,overlay_nm,1.2717,nm,2026-01-10 17:46:00
3485,191,4,cd_nm_post_dev,96.5213,nm,2026-01-10 18:16:00
3486,191,5,etch_rate_nm_s,14.2687,nm/s,2026-01-10 18:46:00
3487,191,5,cd_nm_post_etch,94.1485,nm,2026-01-10 18:46:00
3488,191,6,residue_ppm,4.7101,ppm,2026-01-10 19:16:00
3489,191,7,thickness_nm,299.6519,nm,2026-01-10 19:46:00
3490,191,8,thickness_post_cmp_nm,278.5199,nm,2026-01-10 20:16:00
3491,191,9,cd_nm,97.7773,nm,2026-01-10 20:46:00
3492,191,10,sheet_resistance_ohm_sq,24.9,ohm/sq,2026-01-10 21:16:00
3493,192,1,particle_count,6.5509,ct,2026-01-10 20:33:00
3494,192,2,resist_thickness_nm,491.9708,nm,2026-01-10 21:03:00
3495,192,3,cd_nm,98.9904,nm,2026-01-10 21:33:00
3496,192,3,overlay_nm,0.5429,nm,2026-01-10 21:33:00
3497,192,4,cd_nm_post_dev,98.0992,nm,2026-01-10 22:03:00
3498,192,5,etch_rate_nm_s,14.8401,nm/s,2026-01-10 22:33:00
3499,192,5,cd_nm_post_etch,94.9398,nm,2026-01-10 22:33:00
3500,192,6,residue_ppm,5.645,ppm,2026-01-10 23:03:00
3501,192,7,thickness_nm,301.4161,nm,2026-01-10 23:33:00
3502,192,8,thickness_post_cmp_nm,286.4871,nm,2026-01-11 00:03:00
3503,192,9,cd_nm,97.9555,nm,2026-01-11 00:33:00
3504,192,10,sheet_resistance_ohm_sq,24.5474,ohm/sq,2026-01-11 01:03:00
3505,193,1,particle_count,8.9205,ct,2026-01-11 00:50:00
3506,193,2,resist_thickness_nm,494.7469,nm,2026-01-11 01:20:00
3507,193,3,cd_nm,98.8793,nm,2026-01-11 01:50:00
3508,193,3,overlay_nm,-1.0845,nm,2026-01-11 01:50:00
3509,193,4,cd_nm_post_dev,98.6677,nm,2026-01-11 02:20:00
3510,193,5,etch_rate_nm_s,14.4267,nm/s,2026-01-11 02:50:00
3511,193,5,cd_nm_post_etch,93.8645,nm,2026-01-11 02:50:00
3512,193,6,residue_ppm,5.7882,ppm,2026-01-11 03:20:00
3513,193,7,thickness_nm,303.0328,nm,2026-01-11 03:50:00
3514,193,8,thickness_post_cmp_nm,281.8707,nm,2026-01-11 04:20:00
3515,193,9,cd_nm,100.7332,nm,2026-01-11 04:50:00
3516,193,10,sheet_resistance_ohm_sq,26.6863,ohm/sq,2026-01-11 05:20:00
3517,194,1,particle_count,12.6182,ct,2026-01-11 05:18:00
3518,194,2,resist_thickness_nm,497.9381,nm,2026-01-11 05:48:00
3519,194,3,cd_nm,99.5793,nm,2026-01-11 06:18:00
3520,194,3,overlay_nm,3.0912,nm,2026-01-11 06:18:00
3521,194,4,cd_nm_post_dev,99.7501,nm,2026-01-11 06:48:00
3522,194,5,etch_rate_nm_s,14.3828,nm/s,2026-01-11 07:18:00
3523,194,5,cd_nm_post_etch,95.668,nm,2026-01-11 07:18:00
3524,194,6,residue_ppm,4.2493,ppm,2026-01-11 07:48:00
3525,194,7,thickness_nm,303.8381,nm,2026-01-11 08:18:00
3526,194,8,thickness_post_cmp_nm,283.3639,nm,2026-01-11 08:48:00
3527,194,9,cd_nm,99.9811,nm,2026-01-11 09:18:00
3528,194,10,sheet_resistance_ohm_sq,26.53,ohm/sq,2026-01-11 09:48:00
3529,195,1,particle_count,12.8264,ct,2026-01-11 08:59:00
3530,195,2,resist_thickness_nm,487.04,nm,2026-01-11 09:29:00
3531,195,3,cd_nm,102.7162,nm,2026-01-11 09:59:00
3532,195,3,overlay_nm,2.0135,nm,2026-01-11 09:59:00
3533,195,4,cd_nm_post_dev,97.8357,nm,2026-01-11 10:29:00
3534,195,5,etch_rate_nm_s,14.1621,nm/s,2026-01-11 10:59:00
3535,195,5,cd_nm_post_etch,96.4982,nm,2026-01-11 10:59:00
3536,195,6,residue_ppm,4.3029,ppm,2026-01-11 11:29:00
3537,195,7,thickness_nm,299.5874,nm,2026-01-11 11:59:00
